,postId,Score,userId,ViewCount,CommentCount,Reputation,Views,UpVotes,DownVotes,outlier_col
13943,3082,15,1421,821,4,208,10,4,0,Score
13951,3117,9,741,101,0,262,20,6,0,Score
13958,3122,8,1075,0,0,213,28,26,1,Score
13961,3136,11,1389,30192,6,262,41,5,0,Score
13964,3879,7,1389,10215,0,262,41,5,0,Score
13970,16060,9,1355,0,4,286,26,23,0,Score
13972,3308,7,1436,0,1,443,22,1,0,Score
13976,3510,10,1436,0,2,443,22,1,0,Score
13981,4065,7,264,238,2,4701,839,1408,55,Score
13984,4315,9,264,0,1,4701,839,1408,55,Score
13993,5201,8,264,0,4,4701,839,1408,55,Score
14005,7879,11,264,0,11,4701,839,1408,55,Score
14010,8227,7,264,0,9,4701,839,1408,55,Score
14011,8404,20,264,0,3,4701,839,1408,55,Score
14021,10474,11,264,0,0,4701,839,1408,55,Score
14028,12462,7,264,0,0,4701,839,1408,55,Score
14031,13242,9,264,0,4,4701,839,1408,55,Score
14037,18817,7,264,0,11,4701,839,1408,55,Score
14038,18989,11,264,0,5,4701,839,1408,55,Score
14042,20094,9,264,0,0,4701,839,1408,55,Score
14047,22504,12,264,788,0,4701,839,1408,55,Score
14106,3194,20,1456,1969,0,265,36,8,0,Score
14107,3614,12,1456,9750,0,265,36,8,0,Score
14108,3200,21,1458,9207,0,108,26,22,0,Score
14109,3201,8,1459,433,1,143,11,0,0,Score
14111,3212,15,1005,3730,2,3679,870,325,0,Score
14113,3235,23,1005,4915,1,3679,870,325,0,Score
14115,4775,11,1005,3137,0,3679,870,325,0,Score
14125,16758,9,1005,1065,4,3679,870,325,0,Score
14128,16921,64,1005,29596,4,3679,870,325,0,Score
14134,22648,11,1005,717,0,3679,870,325,0,Score
14141,38063,14,1005,406,9,3679,870,325,0,Score
14158,49011,7,1005,248,12,3679,870,325,0,Score
14199,59152,10,1005,651,1,3679,870,325,0,Score
14206,59489,12,1005,633,7,3679,870,325,0,Score
14288,65887,-4,1005,134,1,3679,870,325,0,Score
14300,66468,-3,1005,80,5,3679,870,325,0,Score
14356,90605,10,1005,470,0,3679,870,325,0,Score
14365,91677,7,1005,132,0,3679,870,325,0,Score
14406,5185,14,1475,0,2,347,12,10,2,Score
14413,3249,8,1479,1359,0,41,6,0,0,Score
14415,3268,8,1489,504,0,141,2,0,0,Score
14416,3272,9,1490,0,1,198,16,1,0,Score
14417,6916,16,1490,317,5,198,16,1,0,Score
14422,3294,28,1495,4196,2,111,11,0,0,Score
14424,7281,10,1496,0,0,559,114,49,0,Score
14427,7757,7,1496,5197,2,559,114,49,0,Score
14429,8000,19,1496,3585,0,559,114,49,0,Score
14430,8019,12,1496,4210,0,559,114,49,0,Score
14431,8830,7,1496,0,1,559,114,49,0,Score
14445,30355,7,1496,0,3,559,114,49,0,Score
14452,3328,7,1499,652,0,1282,146,189,1,Score
14461,3387,7,1499,0,0,1282,146,189,1,Score
14462,3393,7,1499,0,0,1282,146,189,1,Score
14463,3400,16,1499,1992,0,1282,146,189,1,Score
14468,3521,15,1499,0,5,1282,146,189,1,Score
14472,7803,7,1499,0,2,1282,146,189,1,Score
14475,10798,7,1499,354,1,1282,146,189,1,Score
14479,3317,10,1501,0,4,181,15,0,0,Score
14480,3318,7,1501,0,0,181,15,0,0,Score
14482,3331,25,179,3894,6,1416,147,352,10,Score
14486,4101,9,179,1264,0,1416,147,352,10,Score
14491,13686,42,179,4982,2,1416,147,352,10,Score
14495,16516,10,179,4454,1,1416,147,352,10,Score
14513,30907,7,179,779,0,1416,147,352,10,Score
14514,33745,19,179,0,1,1416,147,352,10,Score
14519,84341,7,179,195,1,1416,147,352,10,Score
14524,3337,7,1504,554,0,73,5,1,0,Score
14525,8923,7,1504,386,2,73,5,1,0,Score
14534,14522,7,1513,953,1,809,84,12,3,Score
14536,18088,15,1513,1628,3,809,84,12,3,Score
14543,24908,10,1513,0,4,809,84,12,3,Score
14544,28630,9,1513,739,6,809,84,12,3,Score
14547,63802,7,1513,259,1,809,84,12,3,Score
14567,26432,7,1514,834,5,111,22,3,0,Score
14568,3372,16,1515,1680,2,232,29,24,0,Score
14569,3682,8,1515,282,0,232,29,24,0,Score
14573,3402,8,5793,349,1,281,36,3,0,Score
14574,3438,8,5793,5307,17,281,36,3,0,Score
14575,3496,13,5793,1132,2,281,36,3,0,Score
14578,3407,10,1520,1266,0,153,3,2,0,Score
14583,8462,9,1531,415,6,234,26,2,0,Score
14591,4502,17,1540,0,3,1794,129,70,4,Score
14600,23335,14,1540,91,9,1794,129,70,4,Score
14601,23342,7,1540,0,2,1794,129,70,4,Score
14602,23353,10,1540,1085,0,1794,129,70,4,Score
14607,23387,8,1540,0,2,1794,129,70,4,Score
14613,23464,18,1540,0,4,1794,129,70,4,Score
14615,23477,12,1540,0,5,1794,129,70,4,Score
14618,23510,8,1540,0,3,1794,129,70,4,Score
14621,33746,7,1540,264,15,1794,129,70,4,Score
14623,3474,9,1545,854,2,48,5,1,0,Score
14626,3549,30,1077,2708,1,444,222,50,0,Score
14627,3561,15,1077,3588,2,444,222,50,0,Score
14631,3947,46,1224,1994,1,437,39,5,0,Score
14632,4276,7,1224,1296,4,437,39,5,0,Score
14635,3511,8,1351,2548,1,572,171,185,0,Score
14651,8584,12,1351,0,0,572,171,185,0,Score
14658,3520,12,1558,1565,0,95,6,1,0,Score
14660,3539,15,1564,10342,0,122,19,5,0,Score
14666,3749,14,1709,2674,5,1094,230,160,5,Score
14674,4658,9,1709,1271,4,1094,230,160,5,Score
14683,5175,9,1709,0,0,1094,230,160,5,Score
14688,6021,8,1709,1216,0,1094,230,160,5,Score
14689,6155,13,1709,7619,3,1094,230,160,5,Score
14690,7607,8,1709,416,3,1094,230,160,5,Score
14691,7952,14,1709,4696,5,1094,230,160,5,Score
14695,9155,8,1709,4335,5,1094,230,160,5,Score
14707,16458,12,1709,2197,2,1094,230,160,5,Score
14723,5826,7,1569,1638,2,3015,188,151,2,Score
14730,8060,7,1569,0,1,3015,188,151,2,Score
14736,8998,8,1569,0,3,3015,188,151,2,Score
14741,9538,15,1569,0,0,3015,188,151,2,Score
14748,64226,9,1569,1007,6,3015,188,151,2,Score
14763,65371,7,1569,490,0,3015,188,151,2,Score
14767,65530,8,1569,0,0,3015,188,151,2,Score
14769,65830,7,1569,0,0,3015,188,151,2,Score
14776,66878,9,1569,0,2,3015,188,151,2,Score
14781,67135,7,1569,0,1,3015,188,151,2,Score
14809,5022,22,1573,0,0,673,162,26,0,Score
14815,17505,11,1573,0,0,673,162,26,0,Score
14818,19785,12,1573,0,0,673,162,26,0,Score
14825,31300,10,1585,431,1,198,31,0,0,Score
14842,3847,10,1443,0,3,672,91,149,0,Score
14846,7112,14,1443,6973,3,672,91,149,0,Score
14848,7367,8,1443,0,2,672,91,149,0,Score
14874,3652,11,1600,3268,0,56,1,1,0,Score
14885,4318,23,1614,0,5,37,19,29,0,Score
14888,3724,8,1618,2641,5,204,44,17,0,Score
14894,3746,11,1623,1315,1,156,9,3,0,Score
14897,3782,7,1627,854,0,66,6,0,0,Score
14903,9233,9,1451,2150,2,193,23,4,0,Score
14905,3787,18,1636,4148,0,362,45,12,0,Score
14909,5158,7,1636,4094,1,362,45,12,0,Score
14911,5392,9,1636,1053,2,362,45,12,0,Score
14912,15289,8,1636,4894,0,362,45,12,0,Score
14918,3795,8,767,2865,3,66,9,1,0,Score
14920,3799,10,1643,249,3,615,122,195,0,Score
14922,5782,16,1643,7158,5,615,122,195,0,Score
14934,21152,28,1643,5745,0,615,122,195,0,Score
14946,21398,13,1645,3041,2,83,18,6,0,Score
14952,4067,7,1657,0,2,1058,204,44,6,Score
14954,5433,13,1657,0,3,1058,204,44,6,Score
14958,8417,11,1657,0,2,1058,204,44,6,Score
14964,32902,7,1657,0,5,1058,204,44,6,Score
14965,3857,37,478,637,0,300,29,13,0,Score
14968,13904,24,478,0,1,300,29,13,0,Score
14973,3874,11,1663,5977,2,147,46,5,0,Score
14975,7185,8,1663,4117,0,147,46,5,0,Score
14981,3934,21,1679,0,2,3536,382,164,8,Score
14984,3967,11,1679,829,3,3536,382,164,8,Score
14987,4567,74,1679,0,9,3536,382,164,8,Score
15000,11382,7,1679,0,3,3536,382,164,8,Score
15007,15498,13,1679,0,0,3536,382,164,8,Score
15012,16227,14,1679,0,2,3536,382,164,8,Score
15026,27977,22,1679,0,5,3536,382,164,8,Score
15028,28961,-5,1679,0,3,3536,382,164,8,Score
15033,34026,7,1679,0,7,3536,382,164,8,Score
15036,40791,15,1679,0,11,3536,382,164,8,Score
15038,40856,9,1679,390,5,3536,382,164,8,Score
15041,42948,13,1679,325,6,3536,382,164,8,Score
15045,46858,19,1679,0,3,3536,382,164,8,Score
15054,51898,13,1679,560,8,3536,382,164,8,Score
15061,61314,7,1679,0,1,3536,382,164,8,Score
15085,3923,8,656,0,0,2320,203,1273,7,Score
15087,4243,10,656,0,1,2320,203,1273,7,Score
15093,6275,11,656,1572,0,2320,203,1273,7,Score
15128,12894,12,656,0,2,2320,203,1273,7,Score
15134,15583,7,656,0,1,2320,203,1273,7,Score
15145,27555,10,656,0,3,2320,203,1273,7,Score
15147,37928,7,656,0,4,2320,203,1273,7,Score
15152,3955,15,1694,476,5,176,5,0,0,Score
15163,3975,24,1191,0,7,2768,93,260,1,Score
15167,13555,12,1191,651,5,2768,93,260,1,Score
15169,18689,7,1191,0,4,2768,93,260,1,Score
15175,41567,16,1191,0,4,2768,93,260,1,Score
15177,51847,9,1191,0,3,2768,93,260,1,Score
15178,53194,8,1191,0,0,2768,93,260,1,Score
15182,58935,8,1191,0,1,2768,93,260,1,Score
15196,81165,9,1191,0,4,2768,93,260,1,Score
15202,89969,12,1191,0,2,2768,93,260,1,Score
15217,107791,7,1191,0,0,2768,93,260,1,Score
15224,3984,11,1763,8456,0,592,212,19,0,Score
15225,4075,7,1763,2293,0,592,212,19,0,Score
15226,4099,9,1763,6686,1,592,212,19,0,Score
15231,10236,11,1763,2378,4,592,212,19,0,Score
15268,4023,10,1727,2471,3,61,7,0,0,Score
15273,4044,14,1737,2403,3,459,38,32,0,Score
15274,4046,9,1737,0,2,459,38,32,0,Score
15275,4773,12,1737,0,2,459,38,32,0,Score
15280,28925,30,1737,1548,1,459,38,32,0,Score
15282,4051,24,1739,0,2,8772,881,154,8,Score
15285,4078,7,1739,0,1,8772,881,154,8,Score
15286,4088,8,1739,0,4,8772,881,154,8,Score
15295,5355,14,1739,0,4,8772,881,154,8,Score
15306,5923,8,1739,0,5,8772,881,154,8,Score
15308,5958,18,1739,0,1,8772,881,154,8,Score
15309,6086,26,1739,0,2,8772,881,154,8,Score
15317,8364,12,1739,0,12,8772,881,154,8,Score
15323,13088,10,1739,0,0,8772,881,154,8,Score
15336,23309,7,1739,0,2,8772,881,154,8,Score
15337,23972,8,1739,0,1,8772,881,154,8,Score
15339,24322,8,1739,0,0,8772,881,154,8,Score
15340,24323,8,1739,0,3,8772,881,154,8,Score
15346,24943,7,1739,0,0,8772,881,154,8,Score
15349,25158,9,1739,0,2,8772,881,154,8,Score
15351,25241,10,1739,0,0,8772,881,154,8,Score
15353,25473,9,1739,0,5,8772,881,154,8,Score
15357,25721,7,1739,0,3,8772,881,154,8,Score
15360,25999,8,1739,0,0,8772,881,154,8,Score
15362,26093,58,1739,0,8,8772,881,154,8,Score
15364,26279,8,1739,0,4,8772,881,154,8,Score
15365,26349,7,1739,0,7,8772,881,154,8,Score
15379,31040,13,1739,0,3,8772,881,154,8,Score
15383,31759,7,1739,0,0,8772,881,154,8,Score
15393,35258,7,1739,0,0,8772,881,154,8,Score
15395,35722,8,1739,0,0,8772,881,154,8,Score
15400,41010,7,1739,0,1,8772,881,154,8,Score
15411,46012,11,1739,0,2,8772,881,154,8,Score
15416,49223,11,1739,0,0,8772,881,154,8,Score
15420,54862,15,1739,0,3,8772,881,154,8,Score
15445,105315,7,1739,0,0,8772,881,154,8,Score
15446,107903,13,1739,0,7,8772,881,154,8,Score
15463,4084,9,261,1307,0,442,84,30,2,Score
15464,4089,31,261,4120,0,442,84,30,2,Score
15469,9997,7,261,365,0,442,84,30,2,Score
15473,78079,7,261,481,5,442,84,30,2,Score
15477,6252,9,255,1649,1,195,11,32,0,Score
15484,5061,7,1764,0,4,7461,764,1264,8,Score
15496,9364,18,1764,0,4,7461,764,1264,8,Score
15521,14526,11,1764,0,7,7461,764,1264,8,Score
15556,22593,25,1764,0,1,7461,764,1264,8,Score
15559,22806,8,1764,0,5,7461,764,1264,8,Score
15572,24940,11,1764,0,4,7461,764,1264,8,Score
15577,25781,18,1764,0,5,7461,764,1264,8,Score
15581,27157,13,1764,0,5,7461,764,1264,8,Score
15583,27160,8,1764,0,2,7461,764,1264,8,Score
15598,30477,12,1764,0,4,7461,764,1264,8,Score
15603,31852,7,1764,0,1,7461,764,1264,8,Score
15609,32744,9,1764,0,4,7461,764,1264,8,Score
15613,33790,37,1764,0,3,7461,764,1264,8,Score
15618,38189,11,1764,0,0,7461,764,1264,8,Score
15627,46909,8,1764,0,2,7461,764,1264,8,Score
15628,46926,10,1764,0,4,7461,764,1264,8,Score
15677,63903,7,1764,0,0,7461,764,1264,8,Score
15681,65289,9,1764,0,2,7461,764,1264,8,Score
15682,65623,7,1764,0,3,7461,764,1264,8,Score
15701,70584,12,1764,0,6,7461,764,1264,8,Score
15721,87731,7,1764,0,15,7461,764,1264,8,Score
15726,94140,40,1764,0,1,7461,764,1264,8,Score
15731,4116,11,1765,0,1,481,29,213,1,Score
15752,4146,7,528,388,0,148,22,1,0,Score
15754,4187,15,1777,9444,2,185,11,0,0,Score
15757,6978,12,1777,246,4,185,11,0,0,Score
15764,5126,13,1789,0,0,197,4,0,0,Score
15769,4191,11,1795,2525,1,352,40,5,1,Score
15771,4498,18,1795,1588,0,352,40,5,1,Score
15774,4193,9,1760,282,1,335,7,8,0,Score
15776,4226,14,1760,532,1,335,7,8,0,Score
15782,4280,8,1808,0,1,768,287,3,0,Score
15783,4281,7,1808,0,0,768,287,3,0,Score
15796,5028,18,1808,0,2,768,287,3,0,Score
15797,5115,29,1808,4280,6,768,287,3,0,Score
15799,5292,49,1808,43320,4,768,287,3,0,Score
15811,7182,10,1808,0,3,768,287,3,0,Score
15839,12232,11,118,15260,1,473,60,46,0,Score
15846,20846,7,118,439,2,473,60,46,0,Score
15847,47577,10,118,0,1,473,60,46,0,Score
15855,4273,9,1815,0,0,256,25,12,0,Score
15866,9670,12,1893,0,1,1077,77,42,2,Score
15886,11777,8,1893,0,0,1077,77,42,2,Score
15898,4920,10,1894,4780,0,269,40,5,0,Score
15899,4964,13,1894,4614,0,269,40,5,0,Score
15901,4296,12,1896,7243,0,61,8,0,0,Score
15902,4304,10,892,0,1,2772,207,167,2,Score
15912,6474,8,892,0,3,2772,207,167,2,Score
15913,6922,7,892,0,2,2772,207,167,2,Score
15924,15080,8,892,0,1,2772,207,167,2,Score
16009,4323,10,1909,0,0,6524,681,150,6,Score
16010,4390,7,1909,0,0,6524,681,150,6,Score
16011,4531,7,1909,0,0,6524,681,150,6,Score
16013,4835,7,1909,0,3,6524,681,150,6,Score
16021,5622,12,1909,0,2,6524,681,150,6,Score
16023,6090,8,1909,0,5,6524,681,150,6,Score
16025,6128,24,1909,0,15,6524,681,150,6,Score
16032,6865,10,1909,3522,3,6524,681,150,6,Score
16033,6898,8,1909,0,1,6524,681,150,6,Score
16037,7404,19,1909,0,0,6524,681,150,6,Score
16038,7409,8,1909,0,3,6524,681,150,6,Score
16041,8149,7,1909,0,4,6524,681,150,6,Score
16044,8666,18,1909,0,2,6524,681,150,6,Score
16047,9161,10,1909,0,4,6524,681,150,6,Score
16048,9900,10,1909,0,2,6524,681,150,6,Score
16051,11028,7,1909,0,4,6524,681,150,6,Score
16053,11132,30,1909,0,2,6524,681,150,6,Score
16055,12999,8,1909,0,4,6524,681,150,6,Score
16061,14915,7,1909,0,3,6524,681,150,6,Score
16064,15040,19,1909,0,4,6524,681,150,6,Score
16065,15063,9,1909,0,1,6524,681,150,6,Score
16066,15471,9,1909,0,10,6524,681,150,6,Score
16068,16956,9,1909,0,0,6524,681,150,6,Score
16070,17053,8,1909,0,1,6524,681,150,6,Score
16072,17319,10,1909,520,2,6524,681,150,6,Score
16074,19270,10,1909,0,5,6524,681,150,6,Score
16075,19429,13,1909,0,2,6524,681,150,6,Score
16077,25650,11,1909,0,3,6524,681,150,6,Score
16080,28895,8,1909,0,1,6524,681,150,6,Score
16082,32136,15,1909,0,7,6524,681,150,6,Score
16084,38130,9,1909,0,6,6524,681,150,6,Score
16086,41025,9,1909,0,1,6524,681,150,6,Score
16087,44043,8,1909,0,2,6524,681,150,6,Score
16088,44911,13,1909,0,4,6524,681,150,6,Score
16097,84274,8,1909,271,4,6524,681,150,6,Score
16103,6176,15,1913,1208,2,1175,98,65,0,Score
16112,9220,18,1913,3025,9,1175,98,65,0,Score
16113,9617,13,1913,1920,0,1175,98,65,0,Score
16116,12641,17,1913,377,1,1175,98,65,0,Score
16128,23779,59,1913,15219,1,1175,98,65,0,Score
16133,28802,7,1913,0,3,1175,98,65,0,Score
16146,4772,19,5792,0,5,1053,166,0,0,Score
16147,4785,7,5792,0,1,1053,166,0,0,Score
16160,14176,15,5792,0,3,1053,166,0,0,Score
16174,4337,9,1922,697,2,148,6,0,0,Score
16177,4354,17,1934,1421,5,4957,578,329,11,Score
16179,4960,28,1934,0,7,4957,578,329,11,Score
16180,5030,7,1934,0,0,4957,578,329,11,Score
16181,5034,8,1934,0,1,4957,578,329,11,Score
16182,5039,16,1934,0,5,4957,578,329,11,Score
16184,5738,10,1934,0,0,4957,578,329,11,Score
16185,5938,10,1934,0,1,4957,578,329,11,Score
16186,7136,12,1934,0,2,4957,578,329,11,Score
16187,7199,13,1934,0,2,4957,578,329,11,Score
16188,7241,7,1934,0,1,4957,578,329,11,Score
16190,10312,7,1934,0,1,4957,578,329,11,Score
16191,10380,12,1934,0,4,4957,578,329,11,Score
16192,10948,16,1934,0,1,4957,578,329,11,Score
16193,11044,11,1934,0,6,4957,578,329,11,Score
16195,11352,11,1934,0,0,4957,578,329,11,Score
16196,12216,15,1934,0,2,4957,578,329,11,Score
16198,13616,12,1934,0,0,4957,578,329,11,Score
16200,13949,7,1934,0,9,4957,578,329,11,Score
16202,14875,12,1934,0,7,4957,578,329,11,Score
16203,14971,10,1934,0,1,4957,578,329,11,Score
16204,14976,8,1934,722,0,4957,578,329,11,Score
16205,15493,7,1934,0,11,4957,578,329,11,Score
16208,22177,9,1934,1566,0,4957,578,329,11,Score
16210,26534,16,1934,0,11,4957,578,329,11,Score
16227,81300,9,1934,0,1,4957,578,329,11,Score
16236,91276,7,1934,0,0,4957,578,329,11,Score
16253,4360,8,578,707,0,65,14,7,0,Score
16259,10045,10,1566,324,0,355,23,10,0,Score
16261,16230,7,1566,818,0,355,23,10,0,Score
16262,17519,13,1566,334,4,355,23,10,0,Score
16282,10947,10,1945,2326,1,674,191,7,0,Score
16283,11020,9,1945,0,3,674,191,7,0,Score
16290,18977,8,1945,0,3,674,191,7,0,Score
16298,6989,18,1871,4877,0,422,34,36,0,Score
16299,7535,13,1871,1040,0,422,34,36,0,Score
16302,15967,7,1871,753,1,422,34,36,0,Score
16308,5253,38,1950,98109,6,345,73,7,0,Score
16320,4459,7,909,0,1,171,4,3,0,Score
16330,4465,7,1862,636,5,72,22,3,0,Score
16334,4478,12,1916,0,1,376,11,6,0,Score
16337,7682,9,1916,0,0,376,11,6,0,Score
16341,4484,7,1965,0,0,240,20,26,0,Score
16347,4522,-3,1966,0,2,137,14,0,0,Score
16357,5375,15,1050,0,2,478,53,39,2,Score
16358,7687,7,1050,0,0,478,53,39,2,Score
16364,24187,9,1050,819,4,478,53,39,2,Score
16369,106233,7,1050,155,5,478,53,39,2,Score
16370,114848,9,1050,114,6,478,53,39,2,Score
16373,5354,12,1973,8624,4,387,74,18,0,Score
16375,5571,10,1973,1137,7,387,74,18,0,Score
16376,5597,20,1973,342,1,387,74,18,0,Score
16380,4517,18,1977,37435,0,830,124,111,0,Score
16382,9852,7,1977,1446,5,830,124,111,0,Score
16385,11650,7,1977,1084,2,830,124,111,0,Score
16393,14864,8,1977,0,1,830,124,111,0,Score
16398,23128,7,1977,1040,3,830,124,111,0,Score
16400,33687,7,1977,0,5,830,124,111,0,Score
16414,14883,7,1818,0,2,425,54,18,1,Score
16437,5009,23,696,0,6,2282,182,136,18,Score
16439,5075,11,696,0,2,2282,182,136,18,Score
16440,5454,8,696,0,4,2282,182,136,18,Score
16444,6856,15,696,1716,2,2282,182,136,18,Score
16447,7775,8,696,2599,5,2282,182,136,18,Score
16449,7889,9,696,0,2,2282,182,136,18,Score
16452,9106,17,696,0,5,2282,182,136,18,Score
16455,10739,10,696,0,0,2282,182,136,18,Score
16459,14314,7,696,0,1,2282,182,136,18,Score
16461,15241,11,696,0,0,2282,182,136,18,Score
16467,4580,14,2006,2343,2,101,7,2,0,Score
16474,7546,7,1364,408,1,163,9,0,0,Score
16476,4608,7,2023,2270,3,88,5,1,0,Score
16497,46535,8,2036,202,3,301,65,105,1,Score
16503,4700,40,1991,35854,2,668,120,68,1,Score
16504,5304,15,1991,2496,0,668,120,68,1,Score
16506,9027,7,1991,668,1,668,120,68,1,Score
16511,19216,21,1991,3919,4,668,120,68,1,Score
16514,31795,8,1991,453,10,668,120,68,1,Score
16540,4895,12,2456,0,4,376,40,18,0,Score
16552,4717,21,1082,24319,1,106,11,5,0,Score
16554,21717,7,2063,11002,1,185,18,1,0,Score
16556,32824,10,2063,1564,5,185,18,1,0,Score
16571,88726,9,2074,0,1,1239,124,2,0,Score
16577,89150,11,2074,0,3,1239,124,2,0,Score
16612,5145,30,2077,0,3,86,11,15,0,Score
16613,5456,20,2077,0,1,86,11,15,0,Score
16614,4768,16,2079,3227,5,183,6,4,0,Score
16615,4783,8,2083,2608,0,171,51,3,0,Score
16621,4810,11,2101,4744,0,211,14,3,0,Score
16629,4870,10,1979,0,1,1588,141,66,7,Score
16635,5350,30,1979,0,1,1588,141,66,7,Score
16637,6839,9,1979,0,4,1588,141,66,7,Score
16639,7806,7,1979,0,3,1588,141,66,7,Score
16642,8667,13,1979,0,1,1588,141,66,7,Score
16650,5196,7,2040,3429,0,790,428,262,12,Score
16652,5307,10,2040,0,1,790,428,262,12,Score
16656,5656,7,2040,2060,0,790,428,262,12,Score
16659,5845,8,2040,427,0,790,428,262,12,Score
16660,5918,14,2040,1922,2,790,428,262,12,Score
16661,5936,9,2040,0,2,790,428,262,12,Score
16664,6734,8,2040,2521,1,790,428,262,12,Score
16665,7223,9,2040,677,1,790,428,262,12,Score
16666,7458,14,2040,0,4,790,428,262,12,Score
16667,7537,7,2040,0,1,790,428,262,12,Score
16671,8375,7,2040,1992,4,790,428,262,12,Score
16683,12140,34,2040,7249,1,790,428,262,12,Score
16688,13598,7,2040,383,1,790,428,262,12,Score
16717,21686,8,2040,0,2,790,428,262,12,Score
16719,22407,11,2040,394,4,790,428,262,12,Score
16729,26722,8,2040,5365,4,790,428,262,12,Score
16744,35940,12,2040,2695,8,790,428,262,12,Score
16773,52446,7,2040,272,1,790,428,262,12,Score
16776,56869,8,2040,248,2,790,428,262,12,Score
16785,70961,8,2040,250,1,790,428,262,12,Score
16792,80287,7,2040,240,3,790,428,262,12,Score
16827,30052,10,2111,0,2,915,44,71,7,Score
16828,45644,12,2111,0,5,915,44,71,7,Score
16834,16750,21,2113,7974,8,247,27,17,0,Score
16837,19409,9,2113,218,0,247,27,17,0,Score
16840,4894,7,2126,0,1,4536,798,642,5,Score
16842,5412,11,2126,0,1,4536,798,642,5,Score
16843,5455,14,2126,0,2,4536,798,642,5,Score
16844,5564,28,2126,0,2,4536,798,642,5,Score
16845,5628,7,2126,0,3,4536,798,642,5,Score
16846,6729,17,2126,0,1,4536,798,642,5,Score
16847,6911,10,2126,0,0,4536,798,642,5,Score
16849,11297,10,2126,0,0,4536,798,642,5,Score
16851,13697,10,2126,0,4,4536,798,642,5,Score
16853,18528,8,2126,0,3,4536,798,642,5,Score
16858,22834,8,2126,0,4,4536,798,642,5,Score
16859,23014,23,2126,0,2,4536,798,642,5,Score
16860,23198,18,2126,0,5,4536,798,642,5,Score
16864,29624,9,2126,0,7,4536,798,642,5,Score
16866,31222,8,2126,0,3,4536,798,642,5,Score
16882,71878,10,2126,0,0,4536,798,642,5,Score
16898,90734,8,2126,0,0,4536,798,642,5,Score
16907,104635,21,2126,0,2,4536,798,642,5,Score
16929,7160,12,2129,0,6,3375,276,92,5,Score
16937,11097,23,2129,0,7,3375,276,92,5,Score
16956,19674,7,2129,0,9,3375,276,92,5,Score
17026,5608,9,2134,0,0,111,5,0,0,Score
17030,4918,-3,2141,156,4,130,21,0,0,Score
17037,4973,11,2144,0,3,471,23,4,0,Score
17038,5020,28,2144,0,1,471,23,4,0,Score
17044,4938,7,2150,0,9,1969,196,62,0,Score
17047,6885,42,2150,0,3,1969,196,62,0,Score
17048,8833,26,2150,0,1,1969,196,62,0,Score
17051,13635,7,2150,0,1,1969,196,62,0,Score
17052,14860,8,2150,0,5,1969,196,62,0,Score
17055,21792,7,2150,0,0,1969,196,62,0,Score
17063,27731,7,2150,0,6,1969,196,62,0,Score
17069,46936,7,2150,0,2,1969,196,62,0,Score
17073,70789,8,2150,0,4,1969,196,62,0,Score
17079,4959,10,2148,726,1,450,54,6,0,Score
17082,5289,7,2148,0,7,450,54,6,0,Score
17083,9885,28,2148,640,0,450,54,6,0,Score
17087,4968,58,2166,0,0,397,21,4,0,Score
17091,5802,7,2166,0,6,397,21,4,0,Score
17098,6715,7,2164,127,5,922,185,65,1,Score
17099,6728,18,2164,4716,0,922,185,65,1,Score
17108,12853,8,2164,742,1,922,185,65,1,Score
17111,12968,8,2164,477,5,922,185,65,1,Score
17113,13399,9,2164,21177,1,922,185,65,1,Score
17117,14210,38,2164,5857,5,922,185,65,1,Score
17136,58220,12,2164,1967,7,922,185,65,1,Score
17143,4978,12,2171,1096,0,63,7,2,0,Score
17144,4997,12,2182,3252,0,163,10,6,0,Score
17150,5026,68,2199,37011,10,111,15,3,0,Score
17153,5038,7,2091,948,1,631,67,10,0,Score
17154,5135,71,2091,30581,5,631,67,10,0,Score
17156,13536,18,2091,580,0,631,67,10,0,Score
17163,7969,10,2067,420,5,315,78,68,0,Score
17165,9763,11,2067,967,2,315,78,68,0,Score
17170,5056,10,2221,3578,4,283,22,2,0,Score
17171,15511,7,2221,1368,0,283,22,2,0,Score
17173,31166,8,2221,1037,0,283,22,2,0,Score
17180,5072,9,2168,0,7,206,23,1,0,Score
17182,5092,8,2246,684,0,41,5,2,0,Score
17194,5095,8,2238,0,4,173,13,1,0,Score
17203,25761,10,2247,0,0,201,23,0,0,Score
17208,12929,8,2251,0,1,243,29,6,0,Score
17215,5171,7,52,986,5,861,62,12,0,Score
17219,5414,16,52,1016,0,861,62,12,0,Score
17222,6940,7,52,2502,3,861,62,12,0,Score
17225,26088,87,52,11927,3,861,62,12,0,Score
17226,33283,10,52,581,0,861,62,12,0,Score
17229,5207,9,2116,684,2,18088,3899,3274,43,Score
17233,5252,13,2116,0,5,18088,3899,3274,43,Score
17236,5273,7,2116,0,2,18088,3899,3274,43,Score
17243,5428,10,2116,0,2,18088,3899,3274,43,Score
17256,5702,7,2116,0,0,18088,3899,3274,43,Score
17258,5737,7,2116,0,0,18088,3899,3274,43,Score
17259,5778,12,2116,0,6,18088,3899,3274,43,Score
17261,5790,13,2116,0,7,18088,3899,3274,43,Score
17266,5955,38,2116,0,3,18088,3899,3274,43,Score
17269,6065,12,2116,0,2,18088,3899,3274,43,Score
17276,6188,14,2116,0,6,18088,3899,3274,43,Score
